book_id,title,author,date,categorized_subject,description,preface
prho,The Practical Housekeeper; A Cyclopedia of Domestic Economy ,['E. F. (Elizabeth Fries) Ellet'],1857,American,"The Practical Housekeeper; A Cyclopedia of Domestic Economy
Embracing Domestic Education, The House and its Furniture, Duties of the
Mistress, Duties of the Servant, The Store-Room and Marketing, Domestic
Manipulation, Care of Children and Their Food, The Table and Attendance, The art
of cookery, Receipts Under Forty-Five Heads, Family Bills of Fare, Perfumery
and The Toilet, Infusions and Cosmetics, Pommades, Vinegars, Soaps, etc, The
Family Medical Guide, Miscellaneous Receipts, etc. Comprising Five Thousand
Practical Receipts and Maxims. Illustrated with Five Hundred Wood
Engravings.","PREFACE. THE importance of the subject treated in this volume will be universally
acknowledged; the only question is, was there a place yet to be filled among
the number of books on cookery? No complete system of Domestic Economy, within the limits of a convenient
manual, has been published in this country; yet in many matters besides cookery
does the inexperienced housewife need instruction and guidance. It has been a
study, in this volume, to reduce to practical rules the best theories
concerning an extensive and varied range of household duties, and to furnish
simple and useful directions in each branch of this most interesting of
sciences, that the work might be safely consulted in all matters relating to
the manifold responsibilities of the housekeeper. While endeavoring to make this manual or cyclopedia so complete as to meet
all the wants of those who lack experience, care has been taken to arrange the
various departments An unusually large variety of receipts is given for soups, sauces, and
meats; because it was desirable to include the latest improvements, and because
the want of variety in such preparations is generally complained of in American
cookery. The French having so much the advantage of us, it is as well to learn
something more of their boasted art, that those who choose may avail themselves
of the knowledge. A number of choice receipts from very recent French and
English works, have been added to those contributed by American housekeepers of
long experience and tried skill. Some valuable receipts, never made public, have been furnished for this work
by Mr. Delmonico, Mr. Taylor, Mr. Wagner, and Mr. Sneckner,--all proprietors of
celebrated establishments in New York. The Toilet Department, and Perfumery, do not strictly belong to
Housekeeping, but some knowledge of them is desirable for every lady, and fair
readers will not object to the space and attention devoted to these
matters. The Family Medical Guide is not designed to interfere with the province of
the physician, but to furnish simple and approved recipes for use when medical
advice cannot be procured, and palliatives to promote the comfort of the
sick. The Miscellaneous Department will be found to include The numerous cuts, illustrating housekeeping articles, &c., contained in
no other work of the kind, are nearly all from drawings furnished to the
Publishers by the kindness of Mr. J. C. Berrian, 601 Broadway, and Mr. Stephen
William Smith, 534 Broadway, near Spring street, New York."
rore,Mrs Rorer's New Cook Book,['Sarah Tyson Heston. Rorer'],1902,American,Chemistry of Foods; Kitchen Calendar; Methods of Cooking; Soups; Fish.,"PREFACE AN active teacher and a constant student must in twenty years collect and accumulate a vast amount of knowledge; in fact, too much to be embodied in a single book. I have no apology to offer for the appearance of a new book on Domestic Science, especially this one. It represents on paper The School at its period of highest development, and the results of hard work of the best years of my life. Please read carefully each chapter of instructions preceding the recipes, for herein lies the great value of the work. I have not compiled a recipe book, but have made a complete new book telling the things one needs to know about cooking, living, health, and the easiest and best way of housekeeping. It is a book of general household knowledge. A great change in the methods of living has taken place in America during the last few years. There was a time in the memory of teachers yet quite young when schools of cookery were places where persons were taught to make all sorts of fancy, odd and occasionally used dishes. In fact, to succeed with these elaborate dyspeptic-producing concoctions was the highest ambition. All this has now changed: the teacher or cook book It has been fifteen years since I published my first book; during this time I have seen the art progress from ""fancy cookery"" to the highest type of Domestic Science. It has found a permanent place in the curriculum of our public schools, where it has been most valuable as a means of mental and moral training as well as useful for the individual in home keeping or obtaining a livelihood, all of which tend to and aid in the development I believe that every woman should know how to housekeep. Giving up entirely the moral influence of a good meal, I believe that all women should learn to cook as an aid to higher education. Cookery puts into practice chemistry, biology, physiology, arithmetic, and establishes an artistic taste. And if our motto is, ""Let us live well, simply, economically, healthfully and artistically,"" we have embraced all the arts and sciences. .Reproduction of a handwritten signature. Sarah Tyson Rorer"
sett,"The ""Settlement"" Cook Book",['Simon Kander'],1901,American,"Chapter headings: Appetizers, Beverages Hot and Cold, Biscuits and Breakfast Cakes, Bread Rolls and Toast, Cake.",
sevf,"Seventy-Five Receipts for Pastry, Cakes, and Sweetmeats",['Eliza Leslie'],1832,American,,"PREFACE. The following Receipts for Pastry, Cakes, and Sweetmeats, are original, and have been used by the author and many of her friends with uniform success. They are drawn up in a style so plain and minute, as to be perfectly intelligible to servants, and persons of the most moderate capacity. All the ingredients, with their proper quantities, are enumerated in a list at the head of each receipt, a plan which will greatly facilitate the business of procuring and preparing the requisite articles. There is frequently much difficulty in following directions in English and French Cookery Books, not only from their want of explicitness, but from the difference in the fuel, fire-places, and cooking utensils, generally used in Europe and America; and many of the European receipts are so complicated and laborious, that our female cooks are afraid to undertake the arduous task of making any thing from them. The receipts in this little book are, in every sense of the word, American; but the writer flatters herself that (if exactly followed) the articles produced from them will not be found inferior to any of a similar description made in the European manner. Experience has proved, that pastry, cakes, &c. prepared precisely But if done at home, and by a person that can be trusted, it will be proved, on trial, that any of these articles may be made in the best and most liberal manner at one half"
syst,A New System of Domestic Cookery,['Maria Eliza Ketelby Rundell'],1807,American,"Complete title: New System of Domestic Cookery; Formed upon Principles of Economy, and adapted to the use of Private Families.",
time,The Times Cook Book - No 2,['By California Women'],1905,American,"Complete Title: The Times Cook Book - No. 2 957 Cooking and other Recipes by California Women. 79 recipes for Spanish dishes; 109 recipes for soups; 135 recipes for salads; 37 recipes for bread and rolls; 111 recipes for cakes; 51 recipes for cookies and doughnuts; 62 recipes for desserts; 90 recipes for marmalades; 8 ways of preparing eggs; 27 recipes for cooking fish and fowl; 20 recipes for cooking meats and stews; 24 ways of preparing vegetables; 55 recipes for making candies; 18 miscellaneous recipes; 1 menu for Easter luncheon, comprising 4 recipes; 9 menus for picnic lunches, comprising 42 recipes. Brought out by the 1905 series of prize recipe contests in the Los Angeles Times.",
virg,"The Virginia Housewife: Or, Methodical Cook",['Mrs. Mary Randolph'],1838,American,"Soups. Beef. Veal. Lamb. Mutton. Pork. Fish. Poultry, &c. Sauces. Vegetables. Puddings, &c. Cakes. Cold Creams. Preserves. Pickling. Cordials, &c.","PREFACE. The difficulties I encountered when I first entered on the duties of a housekeeping life, from the want of books sufficiently clear and concise to impart knowledge to a Tyro, compelled me to study the subject, and by actual experiment to reduce every thing in the culinary line, to proper weights and measures. This method I found not only to diminish the necessary attention and labour, but to be also economical: for, when the ingredients employed were given in just proportions, the article made was always equally good. The government of a family, bears a Lilliputian resemblance to the government of a nation. The contents of the Treasury must be known, and great care taken to keep the expenditures from being equal to the receipts. A regular system must be introduced into each department, which may be modified until matured, and should then pass into an inviolable law. The grand arcanum of management lies in three simple rules:- ""Let every thing be done at a proper time, keep every thing to its proper use."" If the mistress of a family, will every morning examine minutely the different departments of her house-, M. RANDOLPH Washington, January, 1831."
wash,Washington Women's Cook Book,['Linda Deziah Jennings'],1909,American,"Beverages; Hings for Beauty and Hygiene; Bread; Breakfast and Luncheon; Cakes; Canning, Preserves, Pickles, Etc.; How to Carve; Cheese Dishes; Clams; Confectionery; Desserts, Pudding Sauces; Entrees; Fish and Shell Fish; Food for the Sick; German Cooking; Household Department; How Washington Lost the Ballot; Household Economy and Helpful Hints; Ices and Sherbets; Meats; Meat and Fish Sauce; Menus; Miscellaneous; Mountaineer's Chapter; Men's List of Absolute Necessities; Progress of Woman Suffrage; Pastry; Pineapple Desserts; Salads; Sailors' Recipes; Sandwiches; Science in the Kitchen; Some Legal Opinions; Soups; Tables; Vegetables; Vegetarian Department.","PREFACE. A preface to a compilation of cooking recipes may seem to many to be quite unnecessary, but let us look deeper for a moment and we will see that modern cooking represents the evolution of civilized life. Students of the human race declare that it was woman who first discovered how to build a fire; these learned ones are divided in opinion as to whether she was actuated by a desire to make more palatable the food for her offspring, or to keep it warm. Nevertheless, with the ability to make a fire began cookery. The inventive genius of those first months made up a cook-book, limited indeed, yet passed on from mother to daughter as the best product of the wisdom of their times. We present you these recipes, product of the civilization of our times. In them are represented science, art and the human desire to produce things beautiful. Are not our desserts and salads things of beauty and the joy of a moment? Home, a smiling woman, and a good dinner--does not the heart of man yearn toward this trio at evening time? In the best interests of all concerned, we offer you this little book."
whit,White House cook book,"['Janet Halliday. Ervin', 'Fanny Lemira. Gillette']",1887,American,,"PREFACE IN presenting this book of recipes to the public, I do so at the urgent request of friends and relatives. During forty years of practical housekeeping, it has been my custom, after trying testing invariably best As a convenient form of reference, this book embodies several original and commendable features, among which may be mentioned its plain print, its simplified method of explanation in preparing an article, in the order of manipulation, thereby enabling the most inexperienced to clearly comprehend it. Unlike most books, the leaves are broad, and when opened it will not close of itself, which obviates the necessity of frequently opening, as is the case with narrow pages. The subject of carving has been given a prominent place, not only because of its special importance in a work of this kind, but particularly because it contains entirely new and original designs, and is so far a departure from the usual mode of treating the subject. Hoping this book may be acceptable and of service to all housekeepers posessing a copy, I am faithfully yours,"
wosu,"The Woman Suffrage Cook Book, Containing Thoroughly Tested and Reliable Recipes for Cooking, Directions for the Care of the Sick, and Practical Suggestions, Contributed Especially for This Work",['Hattie A. Burr'],1886,American,"Bread and Yeast. Breakfast and Tea Cakes. Eggs and Omelets. Soups. Fish, Oysters, and Clams. Meats. Vegetables and Side Dishes. Salads, Pickles, etc. Puddings. Pies. Desserts, Creams, etc. Cakes. Preserved and Canned Fruits, Jellies, etc. Cooking for, and Care of Invalids. Miscellaneous. Eminent Opinions on Woman Suffrage.","PREFACE. THIS little volume is sent out with an important mission. It has been carefully prepared, and will prove a practical, reliable authority on cookery, housekeeping, and care of the sick, especially adapted to family use. While many of the receipts are original, it is not claimed that all are so; but each has been thoroughly tested, and is vouched for as reliable by the contributor whose name is appended. Among the contributors are many who are eminent in their professions as teachers, lecturers, physicians, ministers, and authors,--whose names are household words in the land. A book with so unique and notable a list of contributors, vouched for by such undoubted authority, has never before been given to the public. Grateful acknowledgments are due to the kind friends,--many of them in distant homes,--who have so willingly contributed of their knowledge and experience for the accomplishment of this undertaking. I believe the great value of these contributions will be fully appreciated, and our messenger will go forth a blessing to housekeepers, and an advocate for the elevation and enfranchisement of woman. HATTIE A. BURR. BOSTON, NOVEMBER 25, 1886."
youn,The Young House-Keeper; or Thoughts on Foods and Cookery,['William Andrus Alcott'],1846,American,"Dignity of the Housekeeper; First Principles; Having a Plan; Keeping Accounts; Keeping a Journal; Nature of Food in General; Farinaceous Food; Food from Wheat; Indian Corn, and its Compounds; Food from Rye; Rice; Barley and Oats; The Potatoe; Beans and Peas; Buckwheat and Millet; Beet, Carrot and Parsnip; The Turnip; The Onion and Radish; The Squash, Pumpkin and Tomato; Cabbage; Arrow-root, Tapioca; On Fruits in General; The Apple; The Pear; The Peach, Apricot and Nectarine; The Strawberry; The Raspberry; The Blackberry; The Whortleberry; The Gooseberry, Currant, and Grape; The Cherry; The Plum; The Melon; The Cucumber; The Fig and Raisin; Nuts; Animal Food; Milk; Butter; Cheese; Eggs; Flesh and Fish; Summary of Leading Principles; Cookery, as it is; Cookery as it Should Be; Economy of Time, By a Reformation in Cookery; Expense of Animal and Vegetable Food Compared; How to Begin the Work of Reformation","PREFACE. WHATEVER views may be suggested by the title, this book is really and truly a work on Physical Education. Like the ""Young Mother,"" with which the public are already familiarly acquainted, it has for its principal end and aim, the physical improvement of the community. It is intended as a means of rendering house-keepers thinking beings, and not as they have hitherto often been, mere pieces of mechanism; or, what is little better, the mere creatures of habit or slaves of custom. Though I have compared this work, as regards its end aim, A large proportion of the books which have been written professedly for house-keepers, are little more than large bundles of recipes important principles, A principal aim of the following treatise has been, to elevate the important profession for whom it is written, instead of sinking it below its present unworthy level. I should be glad to convince the most skeptical that house-keeping is as much a science, and in view of its results in the formation of human health and character, as deserving of study--and of hard study, too--as geography or mathematics. The duties and destinies of the Some may think--before they have read it--that I have devoted too large a proportion of the volume to food and cookery; as if the house-keeper had little else to do but to study the art of preparing food for her household. Yet I believe I have devoted quite as much space to other and collateral topics, as is usual with books designed for the same class of persons. Besides, I have not attempted to prepare a perfect work on house-keeping. My object is, to speak on those points of which I have thought most, and which appear to be most neglected by other writers; especially such as are very closely connected with physical education. For the recipes of the last chapter, I am principally indebted to judicious house-keepers in this vicinity and elsewhere, with whom, so far as I know, they originated. A few have, however, been selected--though seldom without some modification or abridgment--from the best books I The work, however, whatever may be its character or its tendency, is at length before the public. I hope it will be serviceable. I hope it will prove a timely contribution to the cause of human improvement--to the melioration, the elevation, the restoration of fallen humanity. BOSTON, MAY 1, 1838."
zuni,Zuñi Breadstuff,['Frank Hamilton Cushing'],1920,American,"Forward; Creation, and the Origin of Corn;The Origin of the Dragonfly and of the Corn Priests, or Guardians of the Seed; Land Law and Labor; Corn-raising, or the ""Decay of the Seed; Corn-raising, or the Regeneration of the Seed; I'-no-te-kwe a-wen I'-tâ-we, or the ""Food of the Ancients""; Na'-na-kwe a-wen I'-tâ-we, or the ""Food of the Grandfathers; ""The Young Men who were Fond of Parched Corn and Sweet Gruel, or The Four Awkward Suitors""; Tâ-a I'-tâ-we, or the ""Food of the Seed of Seeds""; He'-we I'-tâ-we, or the Wafer Foods; Khia' I'-tâ-we, or Wheat Food; Hu'-mu-a K'ia-na-kwe, or the Crooner Bands; The Story of the Young Hunter; How He Learned to Hunt; How He was Divorced; How He Twice Returned; About Some Indian Meals; More Indian Meals; Corn Dances and Festivals; Notes; Index","THIS series of INDIAN NOTES AND MONOGRAPHS is devoted primarily to the publication of the results of studies by members of the staff of the Museum of the American Indian, Heye Foundation, and is uniform with HISPANIC NOTES AND MONOGRAPHS, published by the Hispanic Society of America, with which organization this Museum is in cordial coöperation."
